FIPS,Table,Line code,Area Name,state,state code,pop1990,pop1995,pop2000,pop2005,GDP_PC90,GDP_PC95,GDP_PC100,GDP_PC105,,,,,,,,,,,,,,,,,
18159,CA04 ,10,Tipton,Indiana,18000,16141,16364,16558,16239,0.020125374,0.027111548,0.035090598,0.03756786,,,,,,,,,,,,,,,,,
18161,CA04 ,10,Union,Indiana,18000,6987,7351,7340,7122,0.015861132,0.02167941,0.026556181,0.034765758,,,,,,,,,,,,,,,,,
18163,CA04 ,10,Vanderburgh,Indiana,18000,165282,169890,171958,173623,0.02212397,0.027131268,0.033246702,0.041060712,,,,,,,,,,,,,,,,,
18165,CA04 ,10,Vermillion,Indiana,18000,16753,16713,16770,16447,0.017178615,0.022071903,0.027161898,0.032450278,,,,,,,,,,,,,,,,,
18167,CA04 ,10,Vigo,Indiana,18000,106122,107583,105736,104309,0.017938102,0.022648324,0.026299402,0.031864142,,,,,,,,,,,,,,,,,
18169,CA04 ,10,Wabash,Indiana,18000,35117,35132,34977,33486,0.018505503,0.023543718,0.029221691,0.033620623,,,,,,,,,,,,,,,,,
18171,CA04 ,10,Warren,Indiana,18000,8171,8264,8442,8623,0.016758067,0.018803376,0.026812763,0.03086091,,,,,,,,,,,,,,,,,
18173,CA04 ,10,Warrick,Indiana,18000,44981,48919,52518,55604,0.020826961,0.026456525,0.033539897,0.0412039,,,,,,,,,,,,,,,,,
18175,CA04 ,10,Washington,Indiana,18000,23715,25432,27262,27610,0.015521233,0.020266482,0.026582152,0.030479647,,,,,,,,,,,,,,,,,
18177,CA04 ,10,Wayne,Indiana,18000,71998,72438,71017,68819,0.018316862,0.023334243,0.028246521,0.032939622,,,,,,,,,,,,,,,,,
18179,CA04 ,10,Wells,Indiana,18000,25964,26868,27601,27762,0.019923229,0.025151595,0.030500465,0.032963762,,,,,,,,,,,,,,,,,
18181,CA04 ,10,White,Indiana,18000,23285,24469,25225,24105,0.018855814,0.024572422,0.028106084,0.031340905,,,,,,,,,,,,,,,,,
18183,CA04 ,10,Whitley,Indiana,18000,27735,29288,30727,31988,0.01947314,0.025856247,0.03131172,0.034430531,,,,,,,,,,,,,,,,,
19001,CA04 ,10,Adair,Iowa,19000,8397,8366,8208,7721,0.018385142,0.020488096,0.02905486,0.036094935,,,,,,,,,,,,,,,,,
19003,CA04 ,10,Adams,Iowa,19000,4845,4578,4475,4161,0.016974373,0.019746951,0.027707991,0.034776168,,,,,,,,,,,,,,,,,
19005,CA04 ,10,Allamakee,Iowa,19000,13836,14484,14668,14474,0.017315225,0.020317677,0.025530658,0.032234103,,,,,,,,,,,,,,,,,
19007,CA04 ,10,Appanoose,Iowa,19000,13744,13723,13700,13327,0.015386158,0.018945566,0.023672448,0.029359388,,,,,,,,,,,,,,,,,
19009,CA04 ,10,Audubon,Iowa,19000,7335,6954,6807,6248,0.018140581,0.022713123,0.027930126,0.039303421,,,,,,,,,,,,,,,,,
19011,CA04 ,10,Benton,Iowa,19000,22425,23962,25338,26647,0.018388778,0.023557902,0.029668451,0.035343108,,,,,,,,,,,,,,,,,
19013,CA04 ,10,Black Hawk,Iowa,19000,124155,126936,127997,126549,0.019032806,0.023956029,0.028250594,0.037035766,,,,,,,,,,,,,,,,,
19015,CA04 ,10,Boone,Iowa,19000,25200,25456,26255,26334,0.019959302,0.025687642,0.031503378,0.038301914,,,,,,,,,,,,,,,,,
19017,CA04 ,10,Bremer,Iowa,19000,22854,23183,23282,23420,0.018742927,0.024716587,0.030475765,0.040055559,,,,,,,,,,,,,,,,,
19019,CA04 ,10,Buchanan,Iowa,19000,20842,21141,21078,20757,0.017542723,0.021420541,0.026876046,0.034622548,,,,,,,,,,,,,,,,,
19021,CA04 ,10,Buena Vista,Iowa,19000,19992,20500,20348,19720,0.018726793,0.02311011,0.027480656,0.034087466,,,,,,,,,,,,,,,,,
19023,CA04 ,10,Butler,Iowa,19000,15713,15573,15290,14718,0.017884804,0.022245371,0.026719879,0.035298733,,,,,,,,,,,,,,,,,
19025,CA04 ,10,Calhoun,Iowa,19000,11501,11473,11089,10252,0.0177143,0.023005316,0.026492674,0.035660642,,,,,,,,,,,,,,,,,
19027,CA04 ,10,Carroll,Iowa,19000,21415,21651,21371,20918,0.019093291,0.024512102,0.030046378,0.038413544,,,,,,,,,,,,,,,,,
19029,CA04 ,10,Cass,Iowa,19000,15110,15043,14671,13916,0.018372377,0.022354069,0.028067562,0.035767545,,,,,,,,,,,,,,,,,
19031,CA04 ,10,Cedar,Iowa,19000,17447,17742,18200,17944,0.01996442,0.024900151,0.031630309,0.037821006,,,,,,,,,,,,,,,,,
19033,CA04 ,10,Cerro Gordo,Iowa,19000,46773,47196,46351,44341,0.019879765,0.024696369,0.030445993,0.040177636,,,,,,,,,,,,,,,,,
19035,CA04 ,10,Cherokee,Iowa,19000,14107,13635,13006,12030,0.019129255,0.023120321,0.027866216,0.037493125,,,,,,,,,,,,,,,,,
19037,CA04 ,10,Chickasaw,Iowa,19000,13288,13297,13064,12280,0.017798149,0.023468392,0.028736958,0.035599476,,,,,,,,,,,,,,,,,
19039,CA04 ,10,Clarke,Iowa,19000,8301,8486,9187,9084,0.01641823,0.017599361,0.02530879,0.032123873,,,,,,,,,,,,,,,,,
19041,CA04 ,10,Clay,Iowa,19000,17654,17577,17370,16777,0.019471994,0.024600693,0.029656566,0.036429446,,,,,,,,,,,,,,,,,
19043,CA04 ,10,Clayton,Iowa,19000,19064,18871,18607,17876,0.01774905,0.021852869,0.027366298,0.03396522,,,,,,,,,,,,,,,,,
19045,CA04 ,10,Clinton,Iowa,19000,51091,51270,50048,49268,0.018884814,0.023381115,0.027749808,0.034713624,,,,,,,,,,,,,,,,,
19047,CA04 ,10,Crawford,Iowa,19000,16737,16761,16925,16554,0.01750658,0.021657869,0.025208455,0.034054692,,,,,,,,,,,,,,,,,
19049,CA04 ,10,Dallas,Iowa,19000,29904,34050,41069,51796,0.021238746,0.028176894,0.03497069,0.045047377,,,,,,,,,,,,,,,,,
19051,CA04 ,10,Davis,Iowa,19000,8321,8512,8542,8514,0.016128689,0.01837864,0.023753461,0.028398288,,,,,,,,,,,,,,,,,
19053,CA04 ,10,Decatur,Iowa,19000,8303,8468,8659,8472,0.014321451,0.016085627,0.021179421,0.026276508,,,,,,,,,,,,,,,,,
19055,CA04 ,10,Delaware,Iowa,19000,18046,18347,18388,17622,0.018306799,0.021155832,0.027177881,0.036221477,,,,,,,,,,,,,,,,,
19057,CA04 ,10,Des Moines,Iowa,19000,42668,42936,42285,40540,0.020291686,0.024639467,0.030181943,0.037193565,,,,,,,,,,,,,,,,,
19059,CA04 ,10,Dickinson,Iowa,19000,14935,15601,16461,16610,0.021495565,0.028198677,0.034148162,0.043815843,,,,,,,,,,,,,,,,,
19061,CA04 ,10,Dubuque,Iowa,19000,86462,88938,89231,90975,0.019551161,0.02555892,0.029804497,0.0376459,,,,,,,,,,,,,,,,,
19063,CA04 ,10,Emmet,Iowa,19000,11592,11403,10992,10476,0.01793187,0.022534479,0.027577605,0.034926832,,,,,,,,,,,,,,,,,
19065,CA04 ,10,Fayette,Iowa,19000,21889,22211,21992,20954,0.016996578,0.020851651,0.024788361,0.032012387,,,,,,,,,,,,,,,,,
19067,CA04 ,10,Floyd,Iowa,19000,17056,17001,16854,16311,0.019202119,0.022178396,0.025808101,0.035418524,,,,,,,,,,,,,,,,,
19069,CA04 ,10,Franklin,Iowa,19000,11351,11016,10685,10610,0.018646445,0.023075297,0.029052899,0.035443479,,,,,,,,,,,,,,,,,
19071,CA04 ,10,Fremont,Iowa,19000,8236,8172,7996,7570,0.01716626,0.022139961,0.029884957,0.037091081,,,,,,,,,,,,,,,,,
19073,CA04 ,10,Greene,Iowa,19000,10028,10226,10338,9795,0.018271325,0.024070178,0.025879733,0.035924437,,,,,,,,,,,,,,,,,
19075,CA04 ,10,Grundy,Iowa,19000,12017,12244,12362,12238,0.020509671,0.027714011,0.030602632,0.040143074,,,,,,,,,,,,,,,,,
19077,CA04 ,10,Guthrie,Iowa,19000,10941,11241,11342,11214,0.018569947,0.022536744,0.027912018,0.03778773,,,,,,,,,,,,,,,,,
19079,CA04 ,10,Hamilton,Iowa,19000,16049,16468,16413,15937,0.020210024,0.025572226,0.030125809,0.039323486,,,,,,,,,,,,,,,,,
19081,CA04 ,10,Hancock,Iowa,19000,12610,12148,12096,11624,0.018603281,0.022717796,0.030085166,0.037933808,,,,,,,,,,,,,,,,,
19083,CA04 ,10,Hardin,Iowa,19000,19099,19103,18816,17775,0.019452518,0.024067311,0.026909466,0.035289928,,,,,,,,,,,,,,,,,
19085,CA04 ,10,Harrison,Iowa,19000,14734,15231,15691,15530,0.016340172,0.021938363,0.028413602,0.034602131,,,,,,,,,,,,,,,,,
19087,CA04 ,10,Henry,Iowa,19000,19296,20001,20292,20167,0.019028592,0.02232271,0.027372517,0.033799279,,,,,,,,,,,,,,,,,
19089,CA04 ,10,Howard,Iowa,19000,9811,9944,9914,9624,0.017566172,0.02177583,0.027622232,0.036079525,,,,,,,,,,,,,,,,,
19091,CA04 ,10,Humboldt,Iowa,19000,10755,10457,10369,9810,0.018826177,0.025793872,0.029363622,0.038792992,,,,,,,,,,,,,,,,,
19093,CA04 ,10,Ida,Iowa,19000,8341,8206,7796,7169,0.018630267,0.022737463,0.027047097,0.037368696,,,,,,,,,,,,,,,,,
19095,CA04 ,10,Iowa,Iowa,19000,14618,15136,15708,15925,0.020216707,0.025627029,0.033290414,0.040227245,,,,,,,,,,,,,,,,,
19097,CA04 ,10,Jackson,Iowa,19000,19909,20196,20302,20051,0.017006525,0.020564592,0.025834074,0.032383172,,,,,,,,,,,,,,,,,
19099,CA04 ,10,Jasper,Iowa,19000,34829,35406,37215,37028,0.020990779,0.025622217,0.030152131,0.034943489,,,,,,,,,,,,,,,,,
19101,CA04 ,10,Jefferson,Iowa,19000,16313,16468,16156,15560,0.018377168,0.02340316,0.031173426,0.038405398,,,,,,,,,,,,,,,,,
19103,CA04 ,10,Johnson,Iowa,19000,96595,104488,111461,121236,0.020857522,0.026494518,0.033824886,0.041011369,,,,,,,,,,,,,,,,,
19105,CA04 ,10,Jones,Iowa,19000,19480,20521,20209,20313,0.016660475,0.019464053,0.025068149,0.030246157,,,,,,,,,,,,,,,,,
19107,CA04 ,10,Keokuk,Iowa,19000,11601,11597,11418,10899,0.018001167,0.020353391,0.026743718,0.032813184,,,,,,,,,,,,,,,,,
19109,CA04 ,10,Kossuth,Iowa,19000,18551,17836,17124,15949,0.018734241,0.022801708,0.028529151,0.040350977,,,,,,,,,,,,,,,,,
19111,CA04 ,10,Lee,Iowa,19000,38632,39107,37918,36125,0.018588474,0.023080963,0.027160119,0.033995496,,,,,,,,,,,,,,,,,
19113,CA04 ,10,Linn,Iowa,19000,169295,181874,192288,200191,0.023111437,0.028732995,0.03635051,0.043206291,,,,,,,,,,,,,,,,,
19115,CA04 ,10,Louisa,Iowa,19000,11620,11939,12168,11775,0.018218366,0.021997029,0.027013089,0.034613413,,,,,,,,,,,,,,,,,
19117,CA04 ,10,Lucas,Iowa,19000,9059,9234,9405,9592,0.017910036,0.019773714,0.025140925,0.028550577,,,,,,,,,,,,,,,,,
19119,CA04 ,10,Lyon,Iowa,19000,11978,11724,11741,11467,0.017112135,0.021831601,0.026065673,0.033591923,,,,,,,,,,,,,,,,,
19121,CA04 ,10,Madison,Iowa,19000,12516,13340,14058,14870,0.018546073,0.022243744,0.028895294,0.037952672,,,,,,,,,,,,,,,,,
19123,CA04 ,10,Mahaska,Iowa,19000,21563,22055,22304,22233,0.018149039,0.021768199,0.028593111,0.035088013,,,,,,,,,,,,,,,,,
19125,CA04 ,10,Marion,Iowa,19000,29995,31143,32102,32321,0.019697238,0.023890198,0.030679914,0.036564526,,,,,,,,,,,,,,,,,
19127,CA04 ,10,Marshall,Iowa,19000,38301,39051,39313,39066,0.02087796,0.025976981,0.029565153,0.037617042,,,,,,,,,,,,,,,,,
19129,CA04 ,10,Mills,Iowa,19000,13168,13663,14555,14853,0.021535099,0.026204537,0.033470446,0.044158223,,,,,,,,,,,,,,,,,
19131,CA04 ,10,Mitchell,Iowa,19000,10919,10971,10867,10791,0.020927208,0.024209963,0.027728014,0.034866358,,,,,,,,,,,,,,,,,
19133,CA04 ,10,Monona,Iowa,19000,10003,10059,10003,9348,0.016824157,0.020890719,0.026409288,0.032655432,,,,,,,,,,,,,,,,,
19135,CA04 ,10,Monroe,Iowa,19000,8130,8203,8000,7722,0.017940945,0.021605304,0.028611966,0.037437583,,,,,,,,,,,,,,,,,
19137,CA04 ,10,Montgomery,Iowa,19000,12074,11947,11792,11179,0.019332812,0.022614152,0.028511549,0.033727442,,,,,,,,,,,,,,,,,
19139,CA04 ,10,Muscatine,Iowa,19000,39969,41440,41796,41968,0.021628956,0.025277171,0.030182551,0.039995138,,,,,,,,,,,,,,,,,
19141,CA04 ,10,O'Brien,Iowa,19000,15451,15647,15066,14249,0.019513751,0.023335808,0.028353423,0.038089572,,,,,,,,,,,,,,,,,
19143,CA04 ,10,Osceola,Iowa,19000,7285,7138,6982,6633,0.017945962,0.02301757,0.026428274,0.03300606,,,,,,,,,,,,,,,,,
19145,CA04 ,10,Page,Iowa,19000,16874,16729,16917,16007,0.019058521,0.022880812,0.026907672,0.034585455,,,,,,,,,,,,,,,,,
19147,CA04 ,10,Palo Alto,Iowa,19000,10642,10260,10136,9586,0.018136168,0.022219927,0.026557279,0.035091602,,,,,,,,,,,,,,,,,
19149,CA04 ,10,Plymouth,Iowa,19000,23382,24339,24851,24577,0.019000355,0.024618402,0.030521701,0.040076102,,,,,,,,,,,,,,,,,
19151,CA04 ,10,Pocahontas,Iowa,19000,9493,9133,8600,7804,0.017889008,0.02343123,0.026914083,0.035192326,,,,,,,,,,,,,,,,,
19153,CA04 ,10,Polk,Iowa,19000,328531,354096,375925,402762,0.025137354,0.031111874,0.037943882,0.048261092,,,,,,,,,,,,,,,,,
19155,CA04 ,10,Pottawattamie,Iowa,19000,82697,83973,87965,88981,0.018197564,0.023380089,0.029655459,0.038006703,,,,,,,,,,,,,,,,,
19157,CA04 ,10,Poweshiek,Iowa,19000,19035,18925,18834,18643,0.019900238,0.024504233,0.03115042,0.039479039,,,,,,,,,,,,,,,,,
19159,CA04 ,10,Ringgold,Iowa,19000,5416,5382,5461,5193,0.015510308,0.016932219,0.024362998,0.030894737,,,,,,,,,,,,,,,,,
19161,CA04 ,10,Sac,Iowa,19000,12311,12003,11474,10540,0.017588878,0.021868755,0.026692942,0.03777575,,,,,,,,,,,,,,,,,
19163,CA04 ,10,Scott,Iowa,19000,151304,156271,158663,160101,0.021683728,0.026879221,0.032669901,0.043527902,,,,,,,,,,,,,,,,,
19165,CA04 ,10,Shelby,Iowa,19000,13235,13232,13070,12419,0.018561659,0.022550051,0.028101383,0.037172682,,,,,,,,,,,,,,,,,
19167,CA04 ,10,Sioux,Iowa,19000,29927,31347,31557,31909,0.018127252,0.022851938,0.027988999,0.036984669,,,,,,,,,,,,,,,,,
19169,CA04 ,10,Story,Iowa,19000,74382,76265,80121,81852,0.018887043,0.024507925,0.029916474,0.038460766,,,,,,,,,,,,,,,,,
19171,CA04 ,10,Tama,Iowa,19000,17436,17951,18072,17910,0.018834483,0.022606081,0.025890363,0.032997203,,,,,,,,,,,,,,,,,
19173,CA04 ,10,Taylor,Iowa,19000,7103,7069,6978,6537,0.014716592,0.016633072,0.024296259,0.032001253,,,,,,,,,,,,,,,,,
19175,CA04 ,10,Union,Iowa,19000,12774,12325,12272,11951,0.017379882,0.020747483,0.0255712,0.032794923,,,,,,,,,,,,,,,,,
19177,CA04 ,10,Van Buren,Iowa,19000,7683,7701,7817,7628,0.015995075,0.01824282,0.023358073,0.027928722,,,,,,,,,,,,,,,,,
19179,CA04 ,10,Wapello,Iowa,19000,35733,35990,36006,35785,0.017998768,0.021907346,0.025095117,0.032542172,,,,,,,,,,,,,,,,,
19181,CA04 ,10,Warren,Iowa,19000,36170,38645,40779,42962,0.018884247,0.024300382,0.030093769,0.039967128,,,,,,,,,,,,,,,,,
19183,CA04 ,10,Washington,Iowa,19000,19617,20245,20701,21057,0.019739681,0.025077187,0.031626766,0.038550299,,,,,,,,,,,,,,,,,
19185,CA04 ,10,Wayne,Iowa,19000,7075,6939,6725,6428,0.015686609,0.017724355,0.02340384,0.029221395,,,,,,,,,,,,,,,,,
19187,CA04 ,10,Webster,Iowa,19000,40345,39698,40196,38579,0.018711928,0.024442153,0.027786308,0.035446764,,,,,,,,,,,,,,,,,
19189,CA04 ,10,Winnebago,Iowa,19000,12131,11804,11743,11203,0.019358999,0.023283983,0.025440516,0.033841789,,,,,,,,,,,,,,,,,
19191,CA04 ,10,Winneshiek,Iowa,19000,20840,21114,21285,20886,0.01825779,0.021797507,0.028368395,0.038983378,,,,,,,,,,,,,,,,,
19193,CA04 ,10,Woodbury,Iowa,19000,98506,103346,103816,101388,0.019960814,0.025066552,0.029639316,0.035455485,,,,,,,,,,,,,,,,,
19195,CA04 ,10,Worth,Iowa,19000,7980,7952,7901,7721,0.0193337,0.022811278,0.025370542,0.03151737,,,,,,,,,,,,,,,,,
19197,CA04 ,10,Wright,Iowa,19000,14272,14674,14312,13373,0.018816324,0.024439716,0.03120311,0.041373861,,,,,,,,,,,,,,,,,
20001,CA04 ,10,Allen,Kansas,20000,14640,14667,14386,13638,0.015560684,0.018422517,0.022734774,0.028315887,,,,,,,,,,,,,,,,,
20003,CA04 ,10,Anderson,Kansas,20000,7778,7970,8090,7953,0.014779615,0.016887504,0.022995677,0.027148568,,,,,,,,,,,,,,,,,
20005,CA04 ,10,Atchison,Kansas,20000,16904,16775,16765,16588,0.015970069,0.018648625,0.022721535,0.028591873,,,,,,,,,,,,,,,,,
20007,CA04 ,10,Barber,Kansas,20000,5866,5616,5287,4836,0.017487272,0.018537061,0.022361434,0.029851955,,,,,,,,,,,,,,,,,
20009,CA04 ,10,Barton,Kansas,20000,29270,29132,28126,27865,0.018993683,0.021221191,0.026892884,0.034024146,,,,,,,,,,,,,,,,,
20011,CA04 ,10,Bourbon,Kansas,20000,14948,15157,15382,14852,0.016683212,0.019301911,0.022952079,0.028050779,,,,,,,,,,,,,,,,,
20013,CA04 ,10,Brown,Kansas,20000,11132,10971,10711,10095,0.016465836,0.019043515,0.024874296,0.031467156,,,,,,,,,,,,,,,,,
20015,CA04 ,10,Butler,Kansas,20000,50672,56298,59678,61606,0.019355045,0.023240252,0.029374415,0.035710317,,,,,,,,,,,,,,,,,
20017,CA04 ,10,Chase,Kansas,20000,2997,3025,3029,2985,0.016655888,0.021541173,0.030111556,0.039195827,,,,,,,,,,,,,,,,,
20019,CA04 ,10,Chautauqua,Kansas,20000,4384,4407,4347,4003,0.014533031,0.016642839,0.023483373,0.029831253,,,,,,,,,,,,,,,,,
20021,CA04 ,10,Cherokee,Kansas,20000,21316,22503,22549,21397,0.014480245,0.017260627,0.022070995,0.028314041,,,,,,,,,,,,,,,,,
20023,CA04 ,10,Cheyenne,Kansas,20000,3226,3160,3156,2855,0.021720504,0.023743212,0.024199792,0.024921704,,,,,,,,,,,,,,,,,
20025,CA04 ,10,Clark,Kansas,20000,2420,2424,2387,2198,0.023994769,0.022013744,0.024932745,0.030618807,,,,,,,,,,,,,,,,,
20027,CA04 ,10,Clay,Kansas,20000,9126,9156,8812,8550,0.01922543,0.021699857,0.027339829,0.034922532,,,,,,,,,,,,,,,,,
20029,CA04 ,10,Cloud,Kansas,20000,10994,10643,10226,9589,0.018217372,0.020117797,0.022626877,0.027897428,,,,,,,,,,,,,,,,,
20031,CA04 ,10,Coffey,Kansas,20000,8408,8812,8890,8511,0.017141643,0.021140787,0.027731418,0.037154809,,,,,,,,,,,,,,,,,
20033,CA04 ,10,Comanche,Kansas,20000,2297,2116,1956,1924,0.022118823,0.01976544,0.023192836,0.024381283,,,,,,,,,,,,,,,,,
20035,CA04 ,10,Cowley,Kansas,20000,36933,37233,36254,34484,0.017266322,0.019923094,0.025078964,0.031350083,,,,,,,,,,,,,,,,,
20037,CA04 ,10,Crawford,Kansas,20000,35578,37944,38235,38506,0.016652316,0.019177675,0.023442731,0.028214001,,,,,,,,,,,,,,,,,
20039,CA04 ,10,Decatur,Kansas,20000,4011,3624,3458,3066,0.019761009,0.020148015,0.024789118,0.030014069,,,,,,,,,,,,,,,,,
20041,CA04 ,10,Dickinson,Kansas,20000,18928,19565,19347,18878,0.016812606,0.020668992,0.025746213,0.030284684,,,,,,,,,,,,,,,,,
20043,CA04 ,10,Doniphan,Kansas,20000,8123,7782,8235,7717,0.016330282,0.018732959,0.021916365,0.026513539,,,,,,,,,,,,,,,,,
20045,CA04 ,10,Douglas,Kansas,20000,82229,91408,100281,111519,0.016528046,0.020532182,0.026837614,0.031713013,,,,,,,,,,,,,,,,,
20047,CA04 ,10,Edwards,Kansas,20000,3785,3652,3425,3235,0.020994336,0.022872993,0.027982461,0.033471692,,,,,,,,,,,,,,,,,
20049,CA04 ,10,Elk,Kansas,20000,3324,3278,3219,3077,0.015346719,0.018628889,0.021956704,0.024541147,,,,,,,,,,,,,,,,,
20051,CA04 ,10,Ellis,Kansas,20000,25983,27139,27458,27105,0.018880889,0.021379727,0.027478137,0.0358275,,,,,,,,,,,,,,,,,
20053,CA04 ,10,Ellsworth,Kansas,20000,6584,6546,6525,6256,0.01663037,0.018820872,0.023985766,0.028331651,,,,,,,,,,,,,,,,,
20055,CA04 ,10,Finney,Kansas,20000,33200,36460,40584,40502,0.017548349,0.020376491,0.022880647,0.02468261,,,,,,,,,,,,,,,,,
20057,CA04 ,10,Ford,Kansas,20000,27505,30282,32565,32876,0.018859934,0.021393421,0.023830258,0.028808982,,,,,,,,,,,,,,,,,
20059,CA04 ,10,Franklin,Kansas,20000,22046,23505,24851,25998,0.015800877,0.020296768,0.025623676,0.030851934,,,,,,,,,,,,,,,,,
20061,CA04 ,10,Geary,Kansas,20000,30558,31796,27683,28267,0.017236751,0.019051208,0.026486541,0.034432164,,,,,,,,,,,,,,,,,
20063,CA04 ,10,Gove,Kansas,20000,3239,3166,3067,2725,0.027721612,0.021494842,0.027244759,0.033780672,,,,,,,,,,,,,,,,,
20065,CA04 ,10,Graham,Kansas,20000,3518,3224,2921,2662,0.018573121,0.019736288,0.029417093,0.037908435,,,,,,,,,,,,,,,,,
20067,CA04 ,10,Grant,Kansas,20000,7177,7781,7877,7457,0.018669656,0.022005414,0.024344129,0.032960837,,,,,,,,,,,,,,,,,
20069,CA04 ,10,Gray,Kansas,20000,5398,5547,5903,5833,0.02012961,0.022136161,0.027900796,0.035253722,,,,,,,,,,,,,,,,,
20071,CA04 ,10,Greeley,Kansas,20000,1763,1693,1540,1322,0.028991094,0.027409037,0.025995798,0.03036131,,,,,,,,,,,,,,,,,
20073,CA04 ,10,Greenwood,Kansas,20000,7832,7821,7660,7230,0.016226803,0.017843179,0.02331825,0.026927347,,,,,,,,,,,,,,,,,
20075,CA04 ,10,Hamilton,Kansas,20000,2389,2468,2660,2566,0.024087929,0.02270742,0.027304866,0.035564397,,,,,,,,,,,,,,,,,
20077,CA04 ,10,Harper,Kansas,20000,7105,6716,6502,5975,0.019109322,0.019759263,0.02520608,0.031683784,,,,,,,,,,,,,,,,,
20079,CA04 ,10,Harvey,Kansas,20000,31034,32574,32873,33339,0.019383965,0.02252533,0.028033262,0.034820614,,,,,,,,,,,,,,,,,
20081,CA04 ,10,Haskell,Kansas,20000,3880,4051,4305,4123,0.022779759,0.033156168,0.031939952,0.041578004,,,,,,,,,,,,,,,,,
20083,CA04 ,10,Hodgeman,Kansas,20000,2169,2165,2084,2026,0.022214098,0.024231064,0.027561842,0.033638424,,,,,,,,,,,,,,,,,
20085,CA04 ,10,Jackson,Kansas,20000,11519,11980,12664,13361,0.017429771,0.02212651,0.027162144,0.031090688,,,,,,,,,,,,,,,,,
20087,CA04 ,10,Jefferson,Kansas,20000,15941,17253,18443,18647,0.017705529,0.020491044,0.02519622,0.030880669,,,,,,,,,,,,,,,,,
20089,CA04 ,10,Jewell,Kansas,20000,4233,4016,3759,3262,0.020302468,0.021637426,0.022514027,0.030810044,,,,,,,,,,,,,,,,,
20091,CA04 ,10,Johnson,Kansas,20000,357309,403202,454605,505329,0.030370283,0.037365155,0.049049358,0.055436247,,,,,,,,,,,,,,,,,
20093,CA04 ,10,Kearny,Kansas,20000,4015,4366,4513,4271,0.026318086,0.021373396,0.022279027,0.026009621,,,,,,,,,,,,,,,,,
20095,CA04 ,10,Kingman,Kansas,20000,8301,8472,8677,8068,0.017572332,0.020125425,0.024330571,0.03031385,,,,,,,,,,,,,,,,,
20097,CA04 ,10,Kiowa,Kansas,20000,3634,3589,3254,2981,0.019927223,0.020323735,0.025247343,0.032230009,,,,,,,,,,,,,,,,,
20099,CA04 ,10,Labette,Kansas,20000,23618,23302,22737,21939,0.015894814,0.018458157,0.023393729,0.030498085,,,,,,,,,,,,,,,,,
20101,CA04 ,10,Lane,Kansas,20000,2359,2277,2145,1827,0.024450107,0.022191716,0.028128272,0.036995574,,,,,,,,,,,,,,,,,
20103,CA04 ,10,Leavenworth,Kansas,20000,64610,67511,68922,71756,0.016924785,0.020918263,0.027305152,0.03332206,,,,,,,,,,,,,,,,,
20105,CA04 ,10,Lincoln,Kansas,20000,3636,3579,3574,3366,0.018082181,0.01799508,0.022529733,0.024520188,,,,,,,,,,,,,,,,,
20107,CA04 ,10,Linn,Kansas,20000,8258,8798,9605,9844,0.015787168,0.019498544,0.02338659,0.028123203,,,,,,,,,,,,,,,,,
20109,CA04 ,10,Logan,Kansas,20000,3087,3215,3048,2752,0.019052722,0.019884258,0.021375898,0.032566626,,,,,,,,,,,,,,,,,
20111,CA04 ,10,Lyon,Kansas,20000,34775,35672,35958,35773,0.016344229,0.019405457,0.022950818,0.027359428,,,,,,,,,,,,,,,,,
20113,CA04 ,10,McPherson,Kansas,20000,27340,28762,29571,29248,0.019579023,0.022706483,0.028536562,0.03654241,,,,,,,,,,,,,,,,,
20115,CA04 ,10,Marion,Kansas,20000,12875,13550,13377,12628,0.016076825,0.018275378,0.021674986,0.026887253,,,,,,,,,,,,,,,,,
20117,CA04 ,10,Marshall,Kansas,20000,11670,11312,10934,10267,0.018859691,0.02211273,0.027589187,0.036299007,,,,,,,,,,,,,,,,,
20119,CA04 ,10,Meade,Kansas,20000,4235,4476,4622,4486,0.019877492,0.023676303,0.026883642,0.031336816,,,,,,,,,,,,,,,,,
20121,CA04 ,10,Miami,Kansas,20000,23577,25667,28510,29912,0.017835197,0.022915689,0.029032379,0.036976731,,,,,,,,,,,,,,,,,
20123,CA04 ,10,Mitchell,Kansas,20000,7184,7121,6911,6387,0.01963159,0.021556102,0.025243327,0.031340186,,,,,,,,,,,,,,,,,
20125,CA04 ,10,Montgomery,Kansas,20000,38758,37451,36206,34250,0.016725047,0.019608163,0.023488161,0.030193352,,,,,,,,,,,,,,,,,
20127,CA04 ,10,Morris,Kansas,20000,6203,6290,6113,5949,0.015889823,0.018093667,0.024149551,0.028349158,,,,,,,,,,,,,,,,,
20129,CA04 ,10,Morton,Kansas,20000,3482,3399,3481,3160,0.016920399,0.019475907,0.023417176,0.029602769,,,,,,,,,,,,,,,,,
20131,CA04 ,10,Nemaha,Kansas,20000,10447,10675,10684,10241,0.019126654,0.021454145,0.026920604,0.033823332,,,,,,,,,,,,,,,,,
20133,CA04 ,10,Neosho,Kansas,20000,17045,17204,16944,16295,0.016801274,0.019722825,0.022814908,0.028881385,,,,,,,,,,,,,,,,,
20135,CA04 ,10,Ness,Kansas,20000,4006,3697,3440,3054,0.022334293,0.02212759,0.029259261,0.037659077,,,,,,,,,,,,,,,,,
